time,raw,transformed
954871,545.454545454546,100
955311,109.090909090909,100
955861,60.6060606060606,100
956071,78.9473684210526,100
957281,42.2535211267606,100
957711,36.5853658536585,81.8620355318723
958911,36.8098159509202,62.454926161412
959351,36.5853658536585,47.8645238058697
959901,60.6060606060606,39.8526406893926
960221,68.9655172413793,34.4880662756257
961641,34.4826037957804,26.180356136453
962081,32.2579290241556,19.0255273984314
962301,90.9101670237574,18.6110798123749
962951,68.9648979445228,16.2964399993948
963171,68.9648979445228,14.2904188281454
963391,136.363636363636,17.8006767422954
963941,77.921287324601,16.6007315901457
964481,55.0462660999577,13.9455705365236
964921,61.2249778776935,11.9763943160285
965251,77.9220779220779,11.247704470357
965901,61.224001721925,9.59448055045455
966231,61.224001721925,8.09154971417962
966451,109.090909090909,9.32077087285165
967101,68.9655172413793,8.35769277613801
967541,55.045871559633,6.77567864307413
967761,90.9080148199003,7.03949940775882
968411,68.9655172413793,6.26792152420197
968631,68.9661365493584,5.55148399429113
968961,109.089359526143,6.61390521544243
969181,109.090909090909,7.60556292038222
969511,109.092458699697,8.53330519309964
969831,92.3076923076923,8.74740863658451
970051,111.111111111111,9.66078682604829
970491,90.9090909090909,9.77771555576345
970931,68.1818181818182,9.07627433209228
971911,42.2532886592833,7.51350590131484
972451,39.4736842105263,5.94130588406735
973221,45.8012535707683,4.65999696510401
973761,45.8012535707683,3.4443961958311
974421,50,2.42078629093532
974641,68.1818181818182,2.00143230157769
975291,68.9655172413793,1.62537192658119
975511,68.9655172413793,1.26680273181707
976171,68.1818181818182,0.902267958986513
976821,45.8012535707683,0
977261,55.045871559633,0
977481,90.9090909090909,0
978241,61.2244897959184,0
978791,45.8017998676042,0
979121,68.1818181818182,0
979771,61.224001721925,0
980101,61.2244897959184,0
980751,61.224001721925,0
981081,61.2244897959184,0
981301,109.092458699697,0
981521,136.363636363636,0
981741,136.361215177287,0
982391,68.9648979445228,0
982941,50,0
983481,55.0462660999577,0
984141,50,0
984581,54.5450671515117,0
984901,78.9473684210526,0
985121,111.112718644656,0
985451,109.089359526143,0
986211,55.0450824959505,0
986541,55.0462660999577,0
986871,90.9101670237574,0
987961,42.2532886592833,0
988291,42.2532886592833,0
988941,61.2249778776935,0
989161,68.9655172413793,0
989821,68.1818181818182,0
990691,39.2156862745098,0
991021,49.9993489668103,0
991241,109.090909090909,0
991461,136.363636363636,0
991671,139.532348612852,0
992331,68.9661365493584,0
992771,54.5458419449002,0
993201,68.9655172413793,0
993751,61.224001721925,0
994191,60.6055823423111,0
995061,45.8015267175573,0
996151,30.6122448979592,0
996701,36.5853658536585,0
996921,77.921287324601,0
997131,139.53488372093,0
997681,78.9473684210526,0
998231,54.5450671515117,0
998881,50,0
999211,61.2249778776935,0
999541,90.9101670237574,0
999751,111.10950362408,0
1000411,68.9655172413793,0
1000851,54.5458419449002,0
1001061,92.3054734261196,0
1001941,55.0450824959505,0
1002591,39.2158865190284,0
1002921,61.2249778776935,0
1003141,109.089359526143,0
1003581,90.9080148199003,0
1004451,45.8015267175573,0
1005111,39.2158865190284,0
1005541,55.045871559633,0
1005871,78.9473684210526,0
1006091,109.090909090909,0
1006421,109.089359526143,0
1007401,45.8015267175573,0
1007731,45.8015267175573,0
1008051,92.3076923076923,0
1008601,68.9655172413793,0
1008821,77.9220779220779,0
1009801,50,0
1010671,32.4322954717252,0
1010891,55.045871559633,0
1011111,136.363636363636,0
1011551,90.9080148199003,0
1011881,77.922868535598,0
1012311,78.9473684210526,0
1012531,92.3054734261196,0
1013081,77.922868535598,0
1013401,68.9655172413793,0
1013621,111.10950362408,0
1013951,109.092458699697,0
1014711,55.045871559633,0
1015041,55.045477024964,0
1015591,68.1818181818182,0
1016241,50,0
1016571,61.224001721925,0
1016791,109.090909090909,0
1017121,109.090909090909,0
1017551,78.9473684210526,0
1018211,55.045871559633,0
1018651,54.5454545454545,0
1019521,45.8015267175573,0
1020501,32.4322954717252,0
1020721,50,0
1020941,136.363636363636,0
1021381,90.9080148199003,0
1021701,78.9473684210526,0
1022141,78.9473684210526,0
1022581,68.1818181818182,0
1022801,90.9080148199003,0
1023231,92.308801788483,0
1024221,42.2537535967958,0
1024431,50,0
1024871,92.308801788483,0
1025531,54.5450671515117,0
1025961,55.0450824959505,0
1026291,78.9473684210526,0
1026731,77.922868535598,0
1026951,90.9080148199003,0
1027381,92.3065828535715,0
1027711,78.9473684210526,0
1028151,77.9220779220779,0
1028911,50,0
1029461,45.8015267175573,0
1029781,68.9655172413793,0
1030221,78.9473684210526,0
1030551,77.9220779220779,0
1030991,77.9220779220779,0
1031201,92.3076923076923,0
1031531,111.10950362408,0
1032301,54.5454545454545,0
1032621,55.0462660999577,0
1032951,92.3076923076923,0
1033171,109.089359526143,0
1033721,77.921287324601,0
1034481,45.8015267175573,0
1034811,55.045871559633,0
1035241,78.9473684210526,0
1035461,92.308801788483,0
1035791,109.089359526143,0
1036011,109.089359526143,0
1036231,136.363636363636,0
1036451,136.363636363636,0
1036991,78.9473684210526,0
1037651,50,0
1037871,68.1818181818182,0
1038081,139.53488372093,0
1038411,111.112718644656,0
1038631,109.089359526143,0
1039611,49.9993489668103,0
1039941,45.8015267175573,0
1040381,77.922868535598,0
1040701,78.9473684210526,0
1041911,39.2156862745098,0
1042671,30.4568527918782,0
1043331,42.2532886592833,0
1043651,61.224001721925,0
1043871,111.111111111111,0
1044201,109.090909090909,0
1044531,90.9090909090909,0
1044961,78.9473684210526,0
1045181,92.308801788483,0
1045621,90.9080148199003,0
1045841,90.9080148199003,0
1046271,92.308801788483,0
1046931,55.045871559633,0
1047151,68.1818181818182,0
1048021,55.045477024964,0
1048241,55.045871559633,0
1048681,90.9101670237574,0
1049221,61.224001721925,0
1049881,50,0
1050211,60.6060606060606,0
1050421,111.10950362408,0
1051411,50,0
1051621,50,0
1051951,111.112718644656,0
1052281,90.9080148199003,0
1052611,90.9080148199003,0
1053151,68.9655172413793,0
1053371,78.9473684210526,0
1054141,60.6065388773586,0
1054461,55.045871559633,0
1054901,78.946556881611,0
1055881,42.2532886592833,0
1056981,28.8461538461538,0
1057411,39.2154860320362,0
1058181,50,0
1058501,55.0462660999577,0
1058831,92.3076923076923,0
1059271,77.9220779220779,0
1059491,90.9080148199003,0
1059811,111.10950362408,0
1060251,78.9473684210526,0
1060801,60.6060606060606,0
1061021,77.922868535598,0
1061451,92.3076923076923,0
1062001,61.224001721925,0
1062871,42.2532886592833,0
1063421,42.2537535967958,0
1063751,68.1818181818182,0
1065061,36.5850172921371,0
1065381,36.8098159509202,0
1065821,78.9473684210526,0
1066371,60.6060606060606,0
1067021,50,0
1067571,50,0
1067791,77.9220779220779,0
1068111,111.111111111111,0
1068551,78.9473684210526,0
1068771,90.9090909090909,0
1068991,136.363636363636,0
1069531,78.9473684210526,0
1069751,78.9473684210526,0
1070081,109.089359526143,0
1070521,77.921287324601,0
1070951,68.9655172413793,0
1071721,50,0
1072371,42.2537535967958,0
1072811,55.0462660999577,0
1073361,60.6055823423111,0
1074011,50,0
1074341,61.224001721925,0
1074671,90.9080148199003,0
1075101,78.9473684210526,0
1075541,68.9648979445228,0
1076091,60.6060606060606,0
1076521,61.2249778776935,0
1077181,55.045871559633,0
1077611,55.045477024964,0
1079031,32.4325693942964,0
1080341,21.978021978022,0
1080671,36.5850172921371,0
1081111,77.921287324601,0
1081981,45.8015267175573,0
1082311,50,0
1082641,90.9090909090909,0
1083181,68.9655172413793,0
1083511,68.9655172413793,0
1083951,77.9220779220779,0
1084491,61.224001721925,0
1084931,61.224001721925,0
1085911,42.2537535967958,0
1087011,28.8461538461538,0
1087771,32.2579290241556,0
1089191,27.5228371457958,0
1089521,34.2857142857143,0
1090171,61.2249778776935,0
1090611,55.045871559633,0
1091481,45.8015267175573,0
1091701,55.045477024964,0
1092251,77.9220779220779,0
1092471,77.9220779220779,0
1092901,92.3065828535715,0
1094541,28.9855072463768,0
1094761,32.2582000092406,0
1095521,61.2249778776935,0
1096181,42.2532886592833,0
1096511,60.6055823423111,0
1096721,111.10950362408,0
1097161,92.3065828535715,0
1097381,90.9101670237574,0
1097821,90.9101670237574,0
1098251,68.9655172413793,0
1098801,61.224001721925,0
1099451,50,0
1099891,55.0462660999577,0
1100441,60.6055823423111,0
1100981,55.0450824959505,0
1101421,61.224001721925,0
1103281,26.0870451326261,0
1103821,25,0
1104261,61.224001721925,0
1104911,55.0462660999577,0
1105351,55.0462660999577,0
1105681,77.921287324601,0
1106331,61.224001721925,0
1106661,61.2244897959184,0
1107431,54.5450671515117,0
1108411,34.2857142857143,0
1108741,45.8017998676042,0
1108951,111.10950362408,0
1109391,92.3065828535715,0
1109611,90.9101670237574,0
1109941,109.090909090909,0
1110271,90.9080148199003,0
1110591,92.3076923076923,0
1111471,50,0
1112011,42.2532886592833,0
1112561,55.0462660999577,0
1112781,77.922868535598,0
1113211,92.3054734261196,0
1113431,92.3076923076923,0
1113981,77.922868535598,0
1114421,60.6060606060606,0
1114631,92.3076923076923,0
1114961,111.10950362408,0
1115291,90.9080148199003,0
1115831,68.9661365493584,0
1116711,42.2535211267606,0
1117251,42.2532886592833,0
1117471,78.9473684210526,0
1117801,109.090909090909,0
1118351,68.1818181818182,0
1118891,55.045871559633,0
1119331,61.2244897959184,0
1119771,68.1818181818182,0
1120201,68.9655172413793,0
1120641,68.9655172413793,0
1121511,45.8015267175573,0
1121841,50,0
1122061,109.089359526143,0
1122281,136.363636363636,0
1122711,92.308801788483,0
1123151,68.9655172413793,0
1123591,68.1818181818182,0
1123921,77.9204967431667,0
1124131,111.10950362408,0
1124351,139.539954213453,0
1124791,90.9101670237574,0
1125441,55.0450824959505,0
1125881,55.0450824959505,0
1127081,36.5853658536585,0
1127301,42.2537535967958,0
1127631,109.090909090909,0
1128071,77.921287324601,0
1128501,68.9648979445228,0
1128941,68.9648979445228,0
1129381,68.1818181818182,0
1129701,78.9473684210526,0
1130801,42.2537535967958,0
1131341,36.5853658536585,0
1132001,50,0
1132541,50,0
1133311,45.8015267175573,0
1133741,50,0
1133961,92.3065828535715,0
1134291,109.090909090909,0
1135051,55.045871559633,0
1135381,55.045871559633,0
1136151,54.5450671515117,0
1136911,39.2154860320362,0
1137131,61.2249778776935,0
