time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4946,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
5959,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,1
6967,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,1
7985,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,1
8965,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,0,1
45146,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,1
45146,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,1
45146,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,0,1
55155,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,0,1
55155,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,0,1
56155,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,0,1
56155,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,0,1
57166,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,0,1
57166,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,0,1
58170,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,0,1
61191,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,0,1
88319,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,0,1
88319,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,0,1
88319,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,0,1
98324,0,1,1,300,1000,3,14,1.3,10,1,13,30,30,0,1
98324,0,1,1,300,1000,3,14,1.3,10,2,13,30,30,0,1
98324,0,1,1,300,1000,3,14,1.3,10,3,13,30,30,0,1
98324,0,1,1,300,1000,3,14,1.3,10,4,13,30,30,0,1
99329,0,1,1,300,1000,3,14,1.3,10,5,13,30,30,0,1
99329,0,1,1,300,1000,3,14,1.3,10,6,13,30,30,0,1
99329,0,1,1,300,1000,3,14,1.3,10,7,13,30,30,0,1
99329,0,1,1,300,1000,3,14,1.3,10,8,13,30,30,0,1
100332,0,1,1,300,1000,3,14,1.3,10,9,13,30,30,0,1
100332,0,1,1,300,1000,3,14,1.3,10,10,13,30,30,0,1
109378,0,1,1,300,1000,3,14,1.3,10,10,14,30,30,0,1
114403,0,1,1,300,1000,3,14,1.3,10,10,15,30,30,0,1
119425,0,1,1,300,1000,3,14,1.3,10,10,16,30,30,0,1
123451,0,1,1,300,1000,3,14,1.3,10,6,21,30,30,0,1
152596,0,1,1,300,1000,4,14,1.3,10,0,27,30,30,0,1
152596,0,1,1,300,1000,4,14,1.3,15,0,27,30,30,0,1
152596,0,1,1,300,1000,4,30,1.3,15,0,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,1,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,2,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,3,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,4,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,5,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,6,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,7,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,8,27,30,30,0,1
162596,0,1,1,300,1000,4,30,1.3,15,9,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,10,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,11,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,12,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,13,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,14,27,30,30,0,1
163605,0,1,1,300,1000,4,30,1.3,15,15,27,30,30,0,1
174664,0,1,1,300,1000,4,30,1.3,15,12,31,30,30,0,1
174664,0,1,1,300,1000,4,30,1.3,15,13,31,30,30,0,1
174664,0,1,1,300,1000,4,30,1.3,15,14,31,30,30,0,1
174664,0,1,1,300,1000,4,30,1.3,15,15,31,30,30,0,1
176669,0,1,1,300,1000,4,30,1.3,15,15,32,30,30,0,1
179686,0,1,1,300,1000,4,30,1.3,15,15,33,30,30,0,1
182701,0,1,1,300,1000,4,30,1.3,15,15,34,30,30,0,1
196802,0,1,1,300,1000,4,30,1.3,15,15,35,30,30,0,1
199788,0,1,1,300,1000,4,30,1.3,15,15,36,30,30,0,1
200788,0,1,1,300,1000,4,30,1.3,15,15,37,30,30,0,1
203808,0,1,1,300,1000,4,30,1.3,15,15,38,30,30,0,1
215860,0,1,1,300,1000,4,30,1.3,15,15,39,30,30,0,1
227923,0,1,1,300,1000,4,30,1.3,15,15,40,30,30,0,1
