time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4970,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
5970,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,2
6980,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,2
7980,0,1,1,300,1000,1,5,1.3,5,3,1,30,30,0,2
8990,0,1,1,300,1000,1,5,1.3,5,4,1,30,30,0,2
46280,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,2
46280,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,2
46280,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,0,2
46280,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,2
56280,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,2
56280,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,2
56280,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,2
57290,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,2
57290,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,2
58290,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,1,2
58290,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,1,2
59300,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,1,2
60300,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,2
91460,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,1,2
91460,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,1,2
91460,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,1,2
101470,0,1,1,300,1000,3,14,1.3,10,1,13,30,30,1,2
101470,0,1,1,300,1000,3,14,1.3,10,2,13,30,30,1,2
101470,0,1,1,300,1000,3,14,1.3,10,3,13,30,30,1,2
101470,0,1,1,300,1000,3,14,1.3,10,4,13,30,30,1,2
102470,0,1,1,300,1000,3,14,1.3,10,5,13,30,30,1,2
102470,0,1,1,300,1000,3,14,1.3,10,6,13,30,30,1,2
102470,0,1,1,300,1000,3,14,1.3,10,7,13,30,30,1,2
102470,0,1,1,300,1000,3,14,1.3,10,8,13,30,30,1,2
103470,0,1,1,300,1000,3,14,1.3,10,9,13,30,30,1,2
103470,0,1,1,300,1000,3,14,1.3,10,10,13,30,30,1,2
104480,0,1,1,300,1000,3,14,1.3,10,10,14,30,30,1,2
106490,0,1,1,300,1000,3,14,1.3,10,10,14,30,30,0,2
106490,0.3387219,1.107275,1,300,1000,3,14,1.3,10,10,14,30,30,0,2
106490,0.3387219,1.107275,1,300,1000,3,14,1.3,10,10,14,33.22556,30,0,2
107490,0.2553885,0.9947745,1,300,1000,3,14,1.3,10,10,14,33.22556,30,0,2
107490,0.2553885,0.9947745,1,300,1000,3,14,1.3,10,10,14,34.89223,30,0,2
108500,0.1968398,0.9157337,1,300,1000,3,14,1.3,10,10,14,34.89223,30,0,2
108500,0.1968398,0.9157337,1,300,1000,3,14,1.3,10,10,14,36.0632,30,0,2
109500,0.1795985,0.892458,1,300,1000,3,14,1.3,10,10,14,36.0632,30,0,2
109500,0.1795985,0.892458,1,300,1000,3,14,1.3,10,10,14,36.40803,30,0,2
110510,0.1235642,0.8168116,1,300,1000,3,14,1.3,10,10,14,36.40803,30,0,2
110510,0.1235642,0.8168116,1,300,1000,3,14,1.3,10,10,14,37.52872,30,0,2
111510,0.1099145,0.7983846,1,300,1000,3,14,1.3,10,10,14,37.52872,30,0,2
111510,0.1099145,0.7983846,1,300,1000,3,14,1.3,10,10,14,37.80171,30,0,2
112520,0.07435438,0.7503784,1,300,1000,3,14,1.3,10,10,14,37.80171,30,0,2
112520,0.07435438,0.7503784,1,300,1000,3,14,1.3,10,10,14,38.51291,30,0,2
113530,0.04059002,0.7047965,1,300,1000,3,14,1.3,10,10,14,38.51291,30,0,2
113530,0.04059002,0.7047965,1,300,1000,3,14,1.3,10,10,14,39.1882,30,0,2
114530,0.07219905,0.7474687,1,300,1000,3,14,1.3,10,10,14,39.1882,30,0,2
114530,0.07219905,0.7474687,1,300,1000,3,14,1.3,10,10,14,38.55602,30,0,2
115540,0.1102737,0.7988694,1,300,1000,3,14,1.3,10,10,14,38.55602,30,0,2
115540,0.1102737,0.7988694,1,300,1000,3,14,1.3,10,10,14,37.79453,30,0,2
116540,0.1102737,0.7988694,1,300,1000,3,14,1.3,10,7,18,37.79453,30,0,2
116540,0.1102737,0.7988694,1,300,1000,3,14,1.3,10,8,18,37.79453,30,0,2
116540,0.1102737,0.7988694,1,300,1000,3,14,1.3,10,9,18,37.79453,30,0,2
116540,0.1684633,0.8774254,1,300,1000,3,14,1.3,10,9,18,37.79453,30,0,2
116540,0.1684633,0.8774254,1,300,1000,3,14,1.3,10,9,18,36.63073,30,0,2
117550,0.2036646,0.9249473,1,300,1000,3,14,1.3,10,9,18,36.63073,30,0,2
117550,0.2036646,0.9249473,1,300,1000,3,14,1.3,10,9,18,35.92671,30,0,2
118560,0.2219834,0.9496775,1,300,1000,3,14,1.3,10,9,18,35.92671,30,0,2
118560,0.2219834,0.9496775,1,300,1000,3,14,1.3,10,9,18,35.56033,30,0,2
119560,0.2097709,0.9331906,1,300,1000,3,14,1.3,10,9,18,35.56033,30,0,2
119560,0.2097709,0.9331906,1,300,1000,3,14,1.3,10,9,18,35.80458,30,0,2
120560,0.3096271,1.067997,1,300,1000,3,14,1.3,10,9,18,35.80458,30,0,2
120560,0.3096271,1.067997,1,300,1000,3,14,1.3,10,9,18,33.80746,30,0,2
121570,0.4242103,1.222684,1,300,1000,3,14,1.3,10,8,19,33.80746,30,0,2
121570,0.4242103,1.222684,1,300,1000,3,14,1.3,10,8,19,31.51579,30,0,2
122570,0.5154458,1.345852,1,300,1000,3,14,1.3,10,8,19,31.51579,30,0,2
122570,0.5154458,1.345852,1,300,1000,3,14,1.3,10,8,19,29.69108,30,0,2
123570,0.5298136,1.365248,1,300,1000,3,14,1.3,10,8,19,29.69108,30,0,2
123570,0.5298136,1.365248,1,300,1000,3,14,1.3,10,8,19,29.40373,30,0,2
124580,0.4497131,1.257113,1,300,1000,3,14,1.3,10,7,20,29.40373,30,0,2
124580,0.4497131,1.257113,1,300,1000,3,14,1.3,10,7,20,31.00574,30,0,2
125580,0.3556042,1.130066,1,300,1000,3,14,1.3,10,7,20,31.00574,30,0,2
125580,0.3556042,1.130066,1,300,1000,3,14,1.3,10,7,20,32.88792,30,0,2
126590,0.3139376,1.073816,1,300,1000,3,14,1.3,10,7,20,32.88792,30,0,2
126590,0.3139376,1.073816,1,300,1000,3,14,1.3,10,7,20,33.72125,30,0,2
127600,0.2956187,1.049085,1,300,1000,3,14,1.3,10,7,20,33.72125,30,0,2
127600,0.2956187,1.049085,1,300,1000,3,14,1.3,10,7,20,34.08763,30,0,2
128600,0.2905898,1.042296,1,300,1000,3,14,1.3,10,6,21,34.08763,30,0,2
128600,0.2905898,1.042296,1,300,1000,3,14,1.3,10,6,21,34.1882,30,0,2
129610,0.3275869,1.092242,1,300,1000,3,14,1.3,10,5,22,34.1882,30,0,2
129610,0.3275869,1.092242,1,300,1000,3,14,1.3,10,5,22,33.44826,30,0,2
130620,0.2812508,1.029689,1,300,1000,3,14,1.3,10,5,22,33.44826,30,0,2
130620,0.2812508,1.029689,1,300,1000,3,14,1.3,10,5,22,34.37498,30,0,2
131610,0.2306043,0.9613158,1,300,1000,3,14,1.3,10,3,24,34.37498,30,0,2
131610,0.2306043,0.9613158,1,300,1000,3,14,1.3,10,3,24,35.38791,30,0,2
132630,0.2176732,0.9438588,1,300,1000,3,14,1.3,10,2,25,35.38791,30,0,2
132630,0.2176732,0.9438588,1,300,1000,3,14,1.3,10,2,25,35.64653,30,0,2
133630,0.2449719,0.9807121,1,300,1000,3,14,1.3,10,2,25,35.64653,30,0,2
133630,0.2449719,0.9807121,1,300,1000,3,14,1.3,10,2,25,35.10056,30,0,2
134630,0.3326153,1.099031,1,300,1000,3,14,1.3,10,1,26,35.10056,30,0,2
134630,0.3326153,1.099031,1,300,1000,3,14,1.3,10,1,26,33.34769,30,0,2
135640,0.4464803,1.252748,1,300,1000,3,14,1.3,10,1,26,33.34769,30,0,2
135640,0.4464803,1.252748,1,300,1000,3,14,1.3,10,1,26,31.07039,30,0,2
136640,0.5506468,1.393373,1,300,1000,3,14,1.3,10,1,26,31.07039,30,0,2
136640,0.5506468,1.393373,1,300,1000,3,14,1.3,10,1,26,28.98706,30,0,2
137640,0.6515806,1.529634,1,300,1000,3,14,1.3,10,1,26,28.98706,30,0,2
137640,0.6515806,1.529634,1,300,1000,3,14,1.3,10,1,26,26.96839,30,0,2
138660,0.6767243,1.563578,1,300,1000,3,14,1.3,10,1,26,26.96839,30,0,2
138660,0.6767243,1.563578,1,300,1000,3,14,1.3,10,1,26,26.46552,30,0,2
139660,0.6767243,1.563578,1,300,1000,4,14,1.3,10,0,27,26.46552,30,0,2
139660,0.6767243,1.563578,1,300,1000,4,14,1.3,15,0,27,26.46552,30,0,2
139660,0.6767243,1.563578,1,300,1000,4,30,1.3,15,0,27,26.46552,30,0,2
139660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,0,27,26.46552,30,0,2
139660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,0,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,1,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,2,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,3,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,4,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,5,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,6,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,7,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,8,27,28.45545,30,0,2
149660,0.5772274,1.429257,1,300,1000,4,30,1.3,15,9,27,28.45545,30,0,2
149660,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,9,27,28.45545,30,0,2
149660,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,9,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,10,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,11,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,12,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,13,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,14,27,36.99712,30,0,2
150670,0.1501443,0.8526947,1,300,1000,4,30,1.3,15,15,27,36.99712,30,0,2
150670,0.1447565,0.8454213,1,300,1000,4,30,1.3,15,15,27,36.99712,30,0,2
150670,0.1447565,0.8454213,1,300,1000,4,30,1.3,15,15,27,37.10487,30,0,2
151670,0.1975583,0.9167036,1,300,1000,4,30,1.3,15,15,27,37.10487,30,0,2
151670,0.1975583,0.9167036,1,300,1000,4,30,1.3,15,15,27,36.04884,30,0,2
152680,0.241021,0.9753783,1,300,1000,4,30,1.3,15,15,27,36.04884,30,0,2
152680,0.241021,0.9753783,1,300,1000,4,30,1.3,15,15,27,35.17958,30,0,2
153680,0.325791,1.089818,1,300,1000,4,30,1.3,15,15,27,35.17958,30,0,2
153680,0.325791,1.089818,1,300,1000,4,30,1.3,15,15,27,33.48418,30,0,2
154680,0.3559635,1.130551,1,300,1000,4,30,1.3,15,15,27,33.48418,30,0,2
154680,0.3559635,1.130551,1,300,1000,4,30,1.3,15,15,27,32.88073,30,0,2
155690,0.3559635,1.130551,1,300,1000,4,30,1.3,15,15,28,32.88073,30,0,2
155690,0.3541675,1.128126,1,300,1000,4,30,1.3,15,15,28,32.88073,30,0,2
155690,0.3541675,1.128126,1,300,1000,4,30,1.3,15,15,28,32.91665,30,0,2
156700,0.3178889,1.07915,1,300,1000,4,30,1.3,15,15,28,32.91665,30,0,2
156700,0.3178889,1.07915,1,300,1000,4,30,1.3,15,15,28,33.64222,30,0,2
157700,0.2553886,0.9947746,1,300,1000,4,30,1.3,15,15,28,33.64222,30,0,2
157700,0.2553886,0.9947746,1,300,1000,4,30,1.3,15,15,28,34.89223,30,0,2
158710,0.1932477,0.9108844,1,300,1000,4,30,1.3,15,15,28,34.89223,30,0,2
158710,0.1932477,0.9108844,1,300,1000,4,30,1.3,15,15,28,36.13504,30,0,2
159710,0.1515811,0.8546345,1,300,1000,4,30,1.3,15,15,28,36.13504,30,0,2
159710,0.1515811,0.8546345,1,300,1000,4,30,1.3,15,15,28,36.96838,30,0,2
160720,0.1318254,0.8279643,1,300,1000,4,30,1.3,15,15,28,36.96838,30,0,2
160720,0.1318254,0.8279643,1,300,1000,4,30,1.3,15,15,28,37.36349,30,0,2
161720,0.184268,0.8987617,1,300,1000,4,30,1.3,15,15,28,37.36349,30,0,2
161720,0.184268,0.8987617,1,300,1000,4,30,1.3,15,15,28,36.31464,30,0,2
162720,0.2941815,1.047145,1,300,1000,4,30,1.3,15,15,28,36.31464,30,0,2
162720,0.2941815,1.047145,1,300,1000,4,30,1.3,15,15,28,34.11637,30,0,2
163730,0.2941815,1.047145,1,300,1000,4,30,1.3,15,15,29,34.11637,30,0,2
163730,0.4141527,1.209106,1,300,1000,4,30,1.3,15,15,29,34.11637,30,0,2
163730,0.4141527,1.209106,1,300,1000,4,30,1.3,15,15,29,31.71695,30,0,2
164730,0.4141527,1.209106,1,300,1000,4,30,1.3,15,14,31,31.71695,30,0,2
164730,0.4141527,1.209106,1,300,1000,4,30,1.3,15,15,31,31.71695,30,0,2
164730,0.4938941,1.316757,1,300,1000,4,30,1.3,15,15,31,31.71695,30,0,2
164730,0.4938941,1.316757,1,300,1000,4,30,1.3,15,15,31,30.12212,30,0,2
165740,0.5319688,1.368158,1,300,1000,4,30,1.3,15,15,31,30.12212,30,0,2
165740,0.5319688,1.368158,1,300,1000,4,30,1.3,15,15,31,29.36062,30,0,2
166750,0.5319688,1.368158,1,300,1000,4,30,1.3,15,15,32,29.36062,30,0,2
166750,0.6002157,1.460291,1,300,1000,4,30,1.3,15,15,32,29.36062,30,0,2
166750,0.6002157,1.460291,1,300,1000,4,30,1.3,15,15,32,27.99569,30,0,2
167750,0.6002157,1.460291,1,300,1000,4,30,1.3,15,14,34,27.99569,30,0,2
167750,0.6002157,1.460291,1,300,1000,4,30,1.3,15,15,34,27.99569,30,0,2
167750,0.6293104,1.499569,1,300,1000,4,30,1.3,15,15,34,27.99569,30,0,2
167750,0.6293104,1.499569,1,300,1000,4,30,1.3,15,15,34,27.41379,30,0,2
168760,0.6293104,1.499569,1,300,1000,4,30,1.3,15,15,35,27.41379,30,0,2
168760,0.6433191,1.518481,1,300,1000,4,30,1.3,15,15,35,27.41379,30,0,2
168760,0.6433191,1.518481,1,300,1000,4,30,1.3,15,15,35,27.13362,30,0,2
169760,0.6433191,1.518481,1,300,1000,4,30,1.3,15,14,37,27.13362,30,0,2
169760,0.6433191,1.518481,1,300,1000,4,30,1.3,15,15,37,27.13362,30,0,2
169760,0.6106325,1.474354,1,300,1000,4,30,1.3,15,15,37,27.13362,30,0,2
169760,0.6106325,1.474354,1,300,1000,4,30,1.3,15,15,37,27.78735,30,0,2
170780,0.5542389,1.398223,1,300,1000,4,30,1.3,15,15,37,27.78735,30,0,2
170780,0.5542389,1.398223,1,300,1000,4,30,1.3,15,15,37,28.91522,30,0,2
