time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4970,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,4
5960,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,4
6970,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,4
7970,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,4
7970,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,4
8980,0,1,1,300,1000,1,5,1.3,5,4,1,30,30,1,4
15010,0,1,1,300,1000,1,5,1.3,5,4,1,30,30,1,4
37130,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,4
37130,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,4
37130,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,4
47120,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,4
47120,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,4
48130,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,4
48130,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,4
49130,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,1,4
49130,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,1,4
50140,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,1,4
51140,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,4
68230,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,0,4
68230,0.1824579,1,1,139,682,2,8,1.3,7,7,6,30,30,0,4
68230,0.1824579,1,1,139,682,2,8,1.3,7,7,6,30,89.05253,0,4
69230,0.1149175,1,1,113,614,2,8,1.3,7,7,6,30,89.05253,0,4
69230,0.1149175,1,1,113,614,2,8,1.3,7,7,6,30,93.10495,0,4
70240,0.07257877,1,1,97,572,2,8,1.3,7,7,6,30,93.10495,0,4
