time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4330,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4330,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4330,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4330,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
5320,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,1
6320,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,1
7330,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,1
8330,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,0,1
31450,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,1
31450,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,1
31450,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,0,1
41460,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,0,1
41460,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,0,1
42460,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,0,1
42460,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,0,1
43460,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,0,1
43460,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,0,1
44470,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,0,1
49500,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,0,1
80650,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,0,1
80650,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,0,1
80650,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,0,1
90650,0,1,1,300,1000,3,14,1.3,10,1,13,30,30,0,1
90650,0,1,1,300,1000,3,14,1.3,10,2,13,30,30,0,1
90650,0,1,1,300,1000,3,14,1.3,10,3,13,30,30,0,1
90650,0,1,1,300,1000,3,14,1.3,10,4,13,30,30,0,1
91660,0,1,1,300,1000,3,14,1.3,10,5,13,30,30,0,1
91660,0,1,1,300,1000,3,14,1.3,10,6,13,30,30,0,1
91660,0,1,1,300,1000,3,14,1.3,10,7,13,30,30,0,1
91660,0,1,1,300,1000,3,14,1.3,10,8,13,30,30,0,1
92660,0,1,1,300,1000,3,14,1.3,10,9,13,30,30,0,1
92660,0,1,1,300,1000,3,14,1.3,10,10,13,30,30,0,1
95680,0,1,1,300,1000,3,14,1.3,10,10,14,30,30,0,1
98700,0,1,1,300,1000,3,14,1.3,10,10,15,30,30,0,1
104730,0,1,1,300,1000,3,14,1.3,10,10,16,30,30,0,1
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
129610,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
134610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
134610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
134610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
134610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
135620,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,1
136620,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,1
137620,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,1
138630,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,0,1
173810,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,1
173810,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,1
