time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4990,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4990,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4990,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
4990,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
6000,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,1
6980,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,1
7990,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,1
8990,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,0,1
38130,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,1
38130,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,1
38130,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,0,1
48140,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,0,1
48140,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,0,1
49140,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,0,1
49140,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,0,1
50150,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,0,1
50150,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,0,1
51160,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,0,1
57180,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,0,1
78290,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,0,1
78290,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,0,1
78290,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,0,1
88300,0,1,1,300,1000,3,14,1.3,10,1,13,30,30,0,1
88300,0,1,1,300,1000,3,14,1.3,10,2,13,30,30,0,1
88300,0,1,1,300,1000,3,14,1.3,10,3,13,30,30,0,1
88300,0,1,1,300,1000,3,14,1.3,10,4,13,30,30,0,1
89300,0,1,1,300,1000,3,14,1.3,10,5,13,30,30,0,1
89300,0,1,1,300,1000,3,14,1.3,10,6,13,30,30,0,1
89300,0,1,1,300,1000,3,14,1.3,10,7,13,30,30,0,1
89300,0,1,1,300,1000,3,14,1.3,10,8,13,30,30,0,1
90300,0,1,1,300,1000,3,14,1.3,10,9,13,30,30,0,1
90300,0,1,1,300,1000,3,14,1.3,10,10,13,30,30,0,1
94340,0,1,1,300,1000,3,14,1.3,10,9,15,30,30,0,1
94340,0,1,1,300,1000,3,14,1.3,10,10,15,30,30,0,1
96340,0,1,1,300,1000,3,14,1.3,10,10,16,30,30,0,1
