time_millisecond,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
562239,1,1,0.7692308,300,1000,5,83,1.3,22,17,103,30,30,1,2
567267,1,1,0.7692308,300,1000,5,83,1.3,22,17,104,30,30,1,2
571288,1,1,0.7692308,300,1000,5,83,1.3,22,17,105,30,30,1,2
573297,1,1,0.7692308,300,1000,5,83,1.3,22,17,106,30,30,1,2
575318,1,1,0.7692308,300,1000,5,83,1.3,22,17,107,30,30,1,2
576316,1,1,0.7692308,300,1000,5,83,1.3,22,17,108,30,30,1,2
578333,1,1,0.7692308,300,1000,5,83,1.3,22,17,109,30,30,1,2
579330,1,1,0.7692308,300,1000,5,83,1.3,22,16,111,30,30,1,2
579330,1,1,0.7692308,300,1000,5,83,1.3,22,17,111,30,30,1,2
585368,1,1,0.7692308,300,1000,5,83,1.3,22,17,112,30,30,1,2
586363,1,1,0.7692308,300,1000,5,83,1.3,22,17,113,30,30,1,2
587371,1,1,0.7692308,300,1000,5,83,1.3,22,17,114,30,30,1,2
591390,1,1,0.7692308,300,1000,5,83,1.3,22,17,115,30,30,1,2
591390,1,1,0.7692308,300,1000,5,83,1.3,22,17,115,30,30,0,2
591390,0.7317748,1,0.9692037,300,1000,5,83,1.3,22,17,115,30,30,0,2
592392,0.7317748,1,0.9692037,300,1000,5,83,1.3,22,18,115,30,30,0,2
592392,0.7317748,1,0.9692037,300,1000,5,83,1.3,22,19,115,30,30,0,2
592392,0.7317748,1,0.9692037,300,1000,5,83,1.3,22,20,115,30,30,0,2
592392,0.822921,1,0.8905346,300,1000,5,83,1.3,22,20,115,30,30,0,2
593398,0.9778692,1,0.7825527,300,1000,5,83,1.3,22,19,116,30,30,0,2
594398,1,1,0.7692308,300,1000,5,83,1.3,22,19,116,30,30,0,2
595404,1,1,0.7692308,300,1000,5,83,1.3,22,18,117,30,30,0,2
596416,1,1,0.7692308,300,1000,5,83,1.3,22,17,118,30,30,0,2
597417,1,1,0.7692308,300,1000,5,83,1.3,22,17,118,30,30,0,2
598423,1,1,0.7692308,300,1000,5,83,1.3,22,17,118,30,30,0,2
599427,0.8385455,1,0.8783136,300,1000,5,83,1.3,22,17,118,30,30,0,2
600430,0.8385455,1,0.8783136,300,1000,5,83,1.3,22,17,119,30,30,0,2
600430,0.8385455,1,0.8783136,300,1000,5,83,1.3,22,18,119,30,30,0,2
600430,0.8385455,1,0.8783136,300,1000,5,83,1.3,22,19,119,30,30,0,2
600430,0.77865,1,0.9270848,300,1000,5,83,1.3,22,19,119,30,30,0,2
601440,0.77865,1,0.9270848,300,1000,5,83,1.3,22,19,120,30,30,0,2
601440,0.7721398,1,0.9327141,300,1000,5,83,1.3,22,19,120,30,30,0,2
602446,0.7721398,1,0.9327141,300,1000,5,83,1.3,22,19,121,30,30,0,2
602446,0.802088,1,0.9073686,300,1000,5,83,1.3,22,19,121,30,30,0,2
603459,0.869797,1,0.8548492,300,1000,5,83,1.3,22,18,122,30,30,0,2
604450,0.8867233,1,0.8426564,300,1000,5,83,1.3,22,18,122,30,30,0,2
605459,0.9023481,1,0.8317059,300,1000,5,83,1.3,22,18,122,30,30,0,2
606464,0.998703,1,0.769999,300,1000,5,83,1.3,22,17,123,30,30,0,2
607468,1,1,0.7692308,300,1000,5,83,1.3,22,17,123,30,30,0,2
608474,1,1,0.7692308,300,1000,5,83,1.3,22,16,124,30,30,0,2
609512,1,1,0.7692308,300,1000,5,83,1.3,22,15,125,30,30,0,2
610489,1,1,0.7692308,300,1000,5,83,1.3,22,14,126,30,30,0,2
611492,1,1,0.7692308,300,1000,5,83,1.3,22,14,126,30,30,0,2
612510,1,1,0.7692308,300,1000,5,83,1.3,22,13,127,30,30,0,2
613494,1,1,0.7692308,300,1000,5,83,1.3,22,13,127,30,30,0,2
614512,1,1,0.7692308,300,1000,5,83,1.3,22,12,128,30,30,0,2
615511,1,1,0.7692308,300,1000,5,83,1.3,22,12,128,30,30,0,2
616513,1,1,0.7692308,300,1000,5,83,1.3,22,12,128,30,30,0,2
617521,1,1,0.7692308,300,1000,5,83,1.3,22,12,128,30,30,0,2
618525,1,1,0.7692308,300,1000,5,83,1.3,22,11,129,30,30,0,2
619526,1,1,0.7692308,300,1000,5,83,1.3,22,11,129,30,30,0,2
620529,1,1,0.7692308,300,1000,5,83,1.3,22,11,129,30,30,0,2
621538,1,1,0.7692308,300,1000,5,83,1.3,22,10,130,30,30,0,2
622547,1,1,0.7692308,300,1000,5,83,1.3,22,9,131,30,30,0,2
623559,1,1,0.7692308,300,1000,5,83,1.3,22,9,131,30,30,0,2
624550,1,1,0.7692308,300,1000,5,83,1.3,22,9,131,30,30,0,2
625554,1,1,0.7692308,300,1000,5,83,1.3,22,9,131,30,30,0,2
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
902830,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
907824,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
907824,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,1,1
908832,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,1,1
909834,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,1,1
910842,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,1
911846,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,1
914859,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,1
935968,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,1
935968,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,1
935968,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,1
945970,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,1
945970,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,1
946974,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,1
946974,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,1
947981,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,1,1
947981,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,1,1
948985,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,1,1
950995,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,1
968079,0,1,1,300,1000,2,8,1.3,7,2,11,30,30,0,1
968079,0.3104155,1.413956,1,300,1000,2,8,1.3,7,2,11,30,30,0,1
968079,0.3104155,1.413956,1,300,1000,2,8,1.3,7,2,11,33.79169,30,0,1
969083,0.5156245,1.885936,1,300,1000,2,8,1.3,7,1,12,33.79169,30,0,1
969083,0.5156245,1.885936,1,300,1000,2,8,1.3,7,1,12,29.68751,30,0,1
970088,0.7302083,2.379479,1,300,1000,2,8,1.3,7,1,12,29.68751,30,0,1
970088,0.7302083,2.379479,1,300,1000,2,8,1.3,7,1,12,25.39583,30,0,1
971094,0.8427079,2.638228,1,300,1000,2,8,1.3,7,1,12,25.39583,30,0,1
971094,0.8427079,2.638228,1,300,1000,2,8,1.3,7,1,12,23.14584,30,0,1
972102,0.8124997,2.568749,1,300,1000,2,8,1.3,7,1,12,23.14584,30,0,1
972102,0.8124997,2.568749,1,300,1000,2,8,1.3,7,1,12,23.75001,30,0,1
973106,0.8364577,2.623853,1,300,1000,2,8,1.3,7,1,12,23.75001,30,0,1
973106,0.8364577,2.623853,1,300,1000,2,8,1.3,7,1,12,23.27085,30,0,1
974113,0.9572917,2.901771,1,300,1000,2,8,1.3,7,1,12,23.27085,30,0,1
974113,0.9572917,2.901771,1,300,1000,2,8,1.3,7,1,12,20.85417,30,0,1
975112,0.9572917,2.901771,1,300,1000,3,8,1.3,7,0,13,20.85417,30,0,1
975112,0.9572917,2.901771,1,300,1000,3,8,1.3,10,0,13,20.85417,30,0,1
975112,0.9572917,2.901771,1,300,1000,3,14,1.3,10,0,13,20.85417,30,0,1
975112,1,3,1,300,1000,3,14,1.3,10,0,13,20.85417,30,0,1
975112,1,3,1,300,1000,3,14,1.3,10,0,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,1,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,2,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,3,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,4,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,4,13,20,30,0,1
985122,1,3,1,300,1000,3,14,1.3,10,4,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,5,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,6,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,7,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,8,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,8,13,20,30,0,1
986124,1,3,1,300,1000,3,14,1.3,10,8,13,20,30,0,1
987128,1,3,1,300,1000,3,14,1.3,10,9,13,20,30,0,1
987128,1,3,1,300,1000,3,14,1.3,10,10,13,20,30,0,1
987128,0.8979174,2.76521,1,300,1000,3,14,1.3,10,10,13,20,30,0,1
987128,0.8979174,2.76521,1,300,1000,3,14,1.3,10,10,13,22.04165,30,0,1
988137,0.8979174,2.76521,1,300,1000,3,14,1.3,10,10,14,22.04165,30,0,1
988137,0.8375004,2.626251,1,300,1000,3,14,1.3,10,10,14,22.04165,30,0,1
988137,0.8375004,2.626251,1,300,1000,3,14,1.3,10,10,14,23.24999,30,0,1
989139,0.7854178,2.506461,1,300,1000,3,14,1.3,10,10,14,23.24999,30,0,1
989139,0.7854178,2.506461,1,300,1000,3,14,1.3,10,10,14,24.29165,30,0,1
990150,0.7520842,2.429794,1,300,1000,3,14,1.3,10,10,14,24.29165,30,0,1
990150,0.7520842,2.429794,1,300,1000,3,14,1.3,10,10,14,24.95832,30,0,1
991148,0.7520842,2.429794,1,300,1000,3,14,1.3,10,10,15,24.95832,30,0,1
991148,0.7593756,2.446564,1,300,1000,3,14,1.3,10,10,15,24.95832,30,0,1
991148,0.7593756,2.446564,1,300,1000,3,14,1.3,10,10,15,24.81249,30,0,1
992153,0.8208338,2.587918,1,300,1000,3,14,1.3,10,10,15,24.81249,30,0,1
992153,0.8208338,2.587918,1,300,1000,3,14,1.3,10,10,15,23.58332,30,0,1
993158,1,3,1,300,1000,3,14,1.3,10,10,15,23.58332,30,0,1
993158,1,3,1,300,1000,3,14,1.3,10,10,15,20,30,0,1
994168,1,3,1,300,1000,3,14,1.3,10,10,15,20,30,0,1
994168,1,3,1,300,1000,3,14,1.3,10,10,15,20,30,0,1
995169,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
995169,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
995169,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
996174,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
996174,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
997185,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
997185,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
998187,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
998187,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
999194,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
999194,1,3,1,300,1000,3,14,1.3,10,10,16,20,30,0,1
1000199,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1000199,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1000199,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1001205,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1001205,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1002213,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1002213,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1003208,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1003209,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1004213,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1004213,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1005221,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1005221,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1006229,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1006229,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1007232,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1007232,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1008233,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1008233,1,3,1,300,1000,3,14,1.3,10,10,17,20,30,0,1
1009241,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1009241,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1010245,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1010245,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1011249,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1011250,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1012256,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1012256,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1013262,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1013262,1,3,1,300,1000,3,14,1.3,10,7,20,20,30,0,1
1014269,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1014270,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1015273,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1015273,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1016279,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1016279,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1017281,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1017281,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1018291,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1018291,1,3,1,300,1000,3,14,1.3,10,6,21,20,30,0,1
1019291,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1019291,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1020298,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1020298,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1021301,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1021301,1,3,1,300,1000,3,14,1.3,10,5,22,20,30,0,1
1022305,1,3,1,300,1000,3,14,1.3,10,3,24,20,30,0,1
1022305,1,3,1,300,1000,3,14,1.3,10,3,24,20,30,0,1
1023313,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1023313,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1024323,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1024324,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1025321,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1025321,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1026323,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1026323,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1027331,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1027331,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1028336,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1028336,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1029340,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1029340,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1030347,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1030347,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1031348,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1031348,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1032355,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1032355,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1033363,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1033363,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1034369,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1034369,1,3,1,300,1000,3,14,1.3,10,2,25,20,30,0,1
1035370,1,3,1,300,1000,4,14,1.3,10,0,27,20,30,0,1
1035370,1,3,1,300,1000,4,14,1.3,15,0,27,20,30,0,1
1035370,1,3,1,300,1000,4,30,1.3,15,0,27,20,30,0,1
1035370,1,3,1,300,1000,4,30,1.3,15,0,27,20,30,0,1
1035370,1,3,1,300,1000,4,30,1.3,15,0,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,1,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,2,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,3,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,4,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,5,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,6,27,20,30,0,1
1045375,1,3,1,300,1000,4,30,1.3,15,7,27,20,30,0,1
1045376,1,3,1,300,1000,4,30,1.3,15,8,27,20,30,0,1
1045376,1,3,1,300,1000,4,30,1.3,15,9,27,20,30,0,1
1045376,1,3,1,300,1000,4,30,1.3,15,9,27,20,30,0,1
1045376,1,3,1,300,1000,4,30,1.3,15,9,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,10,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,11,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,12,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,13,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,14,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1046382,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1047383,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1047383,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1048393,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1048393,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1049393,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1049393,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1050399,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1050399,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1051405,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1051405,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1052412,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1052412,1,3,1,300,1000,4,30,1.3,15,15,27,20,30,0,1
1053418,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1053418,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1053418,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1054419,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1054419,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1055426,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1055426,1,3,1,300,1000,4,30,1.3,15,15,28,20,30,0,1
1056434,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1056434,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1056434,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1057436,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1057436,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1058444,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1058444,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1059443,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1059443,1,3,1,300,1000,4,30,1.3,15,15,29,20,30,0,1
1060452,1,3,1,300,1000,4,30,1.3,15,15,30,20,30,0,1
1060452,1,3,1,300,1000,4,30,1.3,15,15,30,20,30,0,1
1060452,1,3,1,300,1000,4,30,1.3,15,15,30,20,30,0,1
1061458,1,3,1,300,1000,4,30,1.3,15,15,30,20,30,0,1
1061458,1,3,1,300,1000,4,30,1.3,15,15,30,20,30,0,1
1062460,1,3,1,300,1000,4,30,1.3,15,14,32,20,30,0,1
1062460,1,3,1,300,1000,4,30,1.3,15,15,32,20,30,0,1
1062460,1,3,1,300,1000,4,30,1.3,15,15,32,20,30,0,1
1062460,1,3,1,300,1000,4,30,1.3,15,15,32,20,30,0,1
1063466,1,3,1,300,1000,4,30,1.3,15,15,33,20,30,0,1
1063466,1,3,1,300,1000,4,30,1.3,15,15,33,20,30,0,1
1063466,1,3,1,300,1000,4,30,1.3,15,15,33,20,30,0,1
1064471,1,3,1,300,1000,4,30,1.3,15,15,34,20,30,0,1
1064471,1,3,1,300,1000,4,30,1.3,15,15,34,20,30,0,1
1064471,1,3,1,300,1000,4,30,1.3,15,15,34,20,30,0,1
1065475,1,3,1,300,1000,4,30,1.3,15,15,35,20,30,0,1
1065475,1,3,1,300,1000,4,30,1.3,15,15,35,20,30,0,1
1065475,1,3,1,300,1000,4,30,1.3,15,15,35,20,30,0,1
1066485,1,3,1,300,1000,4,30,1.3,15,15,35,20,30,0,1
1066485,1,3,1,300,1000,4,30,1.3,15,15,35,20,30,0,1
1067490,1,3,1,300,1000,4,30,1.3,15,15,36,20,30,0,1
1067490,1,3,1,300,1000,4,30,1.3,15,15,36,20,30,0,1
1067490,1,3,1,300,1000,4,30,1.3,15,15,36,20,30,0,1
1068491,1,3,1,300,1000,4,30,1.3,15,15,36,20,30,0,1
1068491,1,3,1,300,1000,4,30,1.3,15,15,36,20,30,0,1
1069497,1,3,1,300,1000,4,30,1.3,15,14,38,20,30,0,1
1069497,1,3,1,300,1000,4,30,1.3,15,15,38,20,30,0,1
1069497,1,3,1,300,1000,4,30,1.3,15,15,38,20,30,0,1
1069497,1,3,1,300,1000,4,30,1.3,15,15,38,20,30,0,1
1070500,1,3,1,300,1000,4,30,1.3,15,15,39,20,30,0,1
1070500,1,3,1,300,1000,4,30,1.3,15,15,39,20,30,0,1
1070500,1,3,1,300,1000,4,30,1.3,15,15,39,20,30,0,1
1071507,1,3,1,300,1000,4,30,1.3,15,15,39,20,30,0,1
1071507,1,3,1,300,1000,4,30,1.3,15,15,39,20,30,0,1
1072508,1,3,1,300,1000,4,30,1.3,15,15,40,20,30,0,1
1072509,1,3,1,300,1000,4,30,1.3,15,15,40,20,30,0,1
1072509,1,3,1,300,1000,4,30,1.3,15,15,40,20,30,0,1
1073516,1,3,1,300,1000,4,30,1.3,15,15,40,20,30,0,1
1073516,1,3,1,300,1000,4,30,1.3,15,15,40,20,30,0,1
1074527,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1074527,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1074527,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1075527,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1075527,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1076529,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1076529,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1077536,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1077536,1,3,1,300,1000,4,30,1.3,15,15,41,20,30,0,1
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1287685,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
1292668,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,0
1292668,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,1,0
1293675,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,1,0
1294680,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,1,0
1295685,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,0
1296688,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,0
1299705,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,0
1318798,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,0
1318798,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,0
1318798,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,0
1328805,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,0
1328805,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,0
1329811,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,0
1329811,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,0
1330813,0,1,1,300,1000,2,8,1.3,7,4,6,30,30,1,0
1330813,0,1,1,300,1000,2,8,1.3,7,5,6,30,30,1,0
1331823,0,1,1,300,1000,2,8,1.3,7,6,6,30,30,1,0
1331823,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,0
1352927,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,1,0
1352927,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,1,0
1352927,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,1,0
1352927,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,0,0
1362928,0.281579,1,1,300,1000,3,14,1.3,10,1,13,30,30,0,0
1362928,0.281579,1,1,300,1000,3,14,1.3,10,2,13,30,30,0,0
1362928,0.281579,1,1,300,1000,3,14,1.3,10,3,13,30,30,0,0
1362928,0.281579,1,1,300,1000,3,14,1.3,10,4,13,30,30,0,0
1363934,0.1697372,1,1,300,1000,3,14,1.3,10,5,13,30,30,0,0
1363934,0.1697372,1,1,300,1000,3,14,1.3,10,6,13,30,30,0,0
1363934,0.1697372,1,1,300,1000,3,14,1.3,10,7,13,30,30,0,0
1363934,0.1697372,1,1,300,1000,3,14,1.3,10,8,13,30,30,0,0
1364942,0.1513161,1,1,300,1000,3,14,1.3,10,9,13,30,30,0,0
1364942,0.1513161,1,1,300,1000,3,14,1.3,10,10,13,30,30,0,0
1365944,0.138158,1,1,300,1000,3,14,1.3,10,9,15,30,30,0,0
1365944,0.138158,1,1,300,1000,3,14,1.3,10,10,15,30,30,0,0
1369964,0.3980265,1,1,300,1000,3,14,1.3,10,10,16,30,30,0,0
1370972,0.3953952,1,1,300,1000,3,14,1.3,10,10,17,30,30,0,0
1397097,0.9088825,1,1,300,1000,4,14,1.3,10,0,27,30,30,0,0
1397097,0.9088825,1,1,300,1000,4,14,1.3,15,0,27,30,30,0,0
1397097,0.9088825,1,1,300,1000,4,30,1.3,15,0,27,30,30,0,0
