time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4980,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,4
4980,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,4
4980,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,4
4980,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,4
4980,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,1,4
6010,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,1,4
7010,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,1,4
7970,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,4
8980,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,4
11990,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,4
52200,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,4
52200,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,4
52200,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,4
62200,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,4
62200,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,4
63200,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,4
63200,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,4
64210,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,1,4
64210,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,1,4
65210,0,1,1,300,1000,2,8,1.3,7,6,6,30,30,1,4
65210,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,4
65210,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,0,4
65210,0.6916234,1,1,332,1191,2,8,1.3,7,7,6,30,30,0,4
65210,0.6916234,1,1,332,1191,2,8,1.3,7,7,6,30,58.5026,0,4
66220,0.6634115,1,1,322,1163,2,8,1.3,7,7,6,30,58.5026,0,4
66220,0.6634115,1,1,322,1163,2,8,1.3,7,7,6,30,60.19531,0,4
67220,0.7005209,1,1,336,1200,2,8,1.3,7,7,6,30,60.19531,0,4
67220,0.7005209,1,1,336,1200,2,8,1.3,7,7,6,30,57.96875,0,4
68230,0.7743055,1,1,364,1274,2,8,1.3,7,7,6,30,57.96875,0,4
68230,0.7743055,1,1,364,1274,2,8,1.3,7,7,6,30,53.54167,0,4
69230,0.8062066,1,1,376,1306,2,8,1.3,7,7,6,30,53.54167,0,4
69230,0.8062066,1,1,376,1306,2,8,1.3,7,7,6,30,51.6276,0,4
70240,0.8845487,1,1,406,1384,2,8,1.3,7,7,6,30,51.6276,0,4
70240,0.8845487,1,1,406,1384,2,8,1.3,7,7,6,30,46.92708,0,4
71250,0.9581165,1,1,434,1458,2,8,1.3,7,7,6,30,46.92708,0,4
71250,0.9581165,1,1,434,1458,2,8,1.3,7,7,6,30,42.51301,0,4
72250,1,1,1,450,1500,2,8,1.3,7,7,6,30,42.51301,0,4
72250,1,1,1,450,1500,2,8,1.3,7,7,6,30,40,0,4
73260,1,1,1,450,1500,2,8,1.3,7,5,8,30,40,0,4
73260,1,1,1,450,1500,2,8,1.3,7,5,8,30,40,0,4
74260,1,1,1,450,1500,2,8,1.3,7,4,9,30,40,0,4
74260,1,1,1,450,1500,2,8,1.3,7,4,9,30,40,0,4
75270,1,1,1,450,1500,2,8,1.3,7,3,10,30,40,0,4
75270,1,1,1,450,1500,2,8,1.3,7,3,10,30,40,0,4
76270,1,1,1,450,1500,2,8,1.3,7,3,10,30,40,0,4
76270,1,1,1,450,1500,2,8,1.3,7,3,10,30,40,0,4
77270,1,1,1,450,1500,2,8,1.3,7,2,11,30,40,0,4
77270,1,1,1,450,1500,2,8,1.3,7,2,11,30,40,0,4
78280,1,1,1,450,1500,2,8,1.3,7,2,11,30,40,0,4
78280,1,1,1,450,1500,2,8,1.3,7,2,11,30,40,0,4
79290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
79290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
80290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
80290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
81290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
81290,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
82300,1,1,1,450,1500,2,8,1.3,7,1,12,30,40,0,4
