time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4870,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,1
5820,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,1
6830,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,1
7830,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,0,1
8840,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,0,1
33960,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,0,1
33960,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,0,1
33960,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,0,1
43970,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,0,1
43970,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,0,1
44970,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,0,1
44970,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,0,1
45980,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,0,1
45980,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,0,1
46980,0,1,1,300,1000,2,8,1.3,7,7,5,30,30,0,1
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
82250,0,1,1,300,1000,1,5,1.3,5,0,0,30,30,0,0
87250,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
87250,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,1,2
88250,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,1,2
89260,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,1,2
90260,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,2
91270,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,2
94280,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,2
119410,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,2
119410,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,2
119410,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,2
