time,raw,transformed
7700,-0.718017220497131,0
7810,-0.718017220497131,0
7920,-0.718017220497131,0
8030,-0.717602908611298,0
8140,-0.71677428483963,0
8250,-0.71511697769165,0
8360,-0.713874042034149,0
8470,-0.711802423000336,0
8580,-0.710145115852356,0
8690,-0.707659184932709,0
8790,-0.706209063529968,0
8900,-0.704551815986633,0
9010,-0.703101694583893,0
9120,-0.701858699321747,0
9230,-0.701237261295319,0
9340,-0.699787139892578,0
9450,-0.699165642261505,5.1052775280741
9560,-0.698129832744598,9.96154327387626
9670,-0.698129832744598,14.7004094173565
9780,-0.697301208972931,18.0644128361601
9890,-0.697301208972931,21.9661074630095
10000,-0.697301208972931,25.5131025783271
10110,-0.697715520858765,28.6114134848487
10210,-0.697508335113525,31.5187445375159
10320,-0.697922706604004,34.0644406803257
10430,-0.698337018489838,36.290246867085
10540,-0.698751330375671,38.2317064262446
10650,-0.698958456516266,39.976895972209
10760,-0.699165642261505,41.546103297053
10870,-0.698337018489838,43.2257465716871
10980,-0.697301208972931,45.0571741016325
11090,-0.695436775684357,41.2411606184021
11200,-0.693779468536377,41.6929426011582
11310,-0.691915035247803,41.9033431420631
11420,-0.690879225730896,44.0523407625577
11520,-0.689636290073395,45.643921780046
11630,-0.688600480556488,47.5360275992575
11740,-0.687771856784821,49.5949149618634
11850,-0.686528861522675,50.6030106760219
11960,-0.68632173538208,53.5054510996022
12070,-0.685907363891602,55.7157155434018
12180,-0.685907363891602,58.5202017376464
12290,-0.685700237751007,60.646169263893
12400,-0.685285925865173,62.0572964120959
12510,-0.684457242488861,62.3234945042706
12620,-0.681764185428619,58.6222285693884
12730,-0.679485440254211,56.4822620357554
12840,-0.675963699817657,52.8408793674985
12940,-0.67347776889801,51.4477005361067
13050,-0.670577526092529,49.8527116718939
13160,-0.667677283287048,48.6889896658489
13270,-0.665812849998474,48.860958062417
13380,-0.6639484167099,49.1451662275563
13490,-0.662705421447754,50.1364168632979
13600,-0.662498295307159,52.228251453312
13710,-0.66229110956192,54.3019102405534
13820,-0.662705421447754,56.6016971266365
13930,-0.662705421447754,58.9285397337259
14040,-0.663741230964661,61.2147968131311
14150,-0.664777040481567,63.4469385581741
14250,-0.665605664253235,65.6384986678823
14360,-0.666434347629547,67.7218320012157
14470,-0.667884469032288,69.6428271161614
14580,-0.668920278549194,71.3744282917132
14690,-0.668713092803955,73.0113324975681
14800,-0.668505907058716,74.5400138193975
14910,-0.667470157146454,76.0686912488775
15020,-0.667055785655975,77.5432611286942
15130,-0.666848659515381,78.9637156741487
15240,-0.666641473770142,80.3435885842684
15350,-0.666641473770142,81.6422904390196
15460,-0.667055785655975,82.9004106584361
15570,-0.667884469032288,84.0773559301345
15670,-0.668713092803955,85.2001897598202
15780,-0.669956028461456,86.2283305121585
15890,-0.670991837978363,87.1617742947997
16000,-0.672856271266937,87.9193500523754
16110,-0.674306392669678,88.4063647075382
16220,-0.675756514072418,88.6498739812943
16330,-0.677206635475159,88.5687068182752
16440,-0.679071128368378,88.2034448538158
16550,-0.680314064025879,87.5676217869434
16660,-0.681971371173859,86.6341780043021
16770,-0.682385683059692,85.5519258099512
16880,-0.683421492576599,84.2802796762063
16980,-0.684457242488861,82.8598251307518
17090,-0.685078740119934,81.3852591432845
17200,-0.685078740119934,79.8971633491394
17310,-0.68487161397934,78.449649190329
17420,-0.684042930603027,77.0562503658809
17530,-0.68321430683136,75.784604232136
17640,-0.682385683059692,74.6347107890945
17750,-0.681971371173859,73.565984509072
17860,-0.68155699968338,72.5784331767675
17970,-0.681349873542786,71.6991047284884
18080,-0.681764185428619,70.8603618078936
18190,-0.681971371173859,69.9945592739429
18300,-0.681971371173859,69.1152269333144
18400,-0.682592809200287,68.1276756010099
18510,-0.68321430683136,67.0724791276653
18620,-0.684042930603027,65.9496452979796
18730,-0.68487161397934,64.7591663272538
18840,-0.686114549636841,63.4875201935089
18950,-0.686528861522675,62.2158740597641
19060,-0.687150359153748,60.9577577326971
19170,-0.686943173408508,59.7672826543208
19280,-0.686528861522675,58.6850304599698
19390,-0.685078740119934,57.7651164840065
19500,-0.68155699968338,57.1969346658247
19610,-0.677828133106232,56.9669551987465
19710,-0.673892080783844,57.0887078894498
19820,-0.668505907058716,57.6568897076316
19930,-0.664777040481567,58.5903334902729
20040,-0.661255300045013,58.5672246368419
20150,-0.658976554870605,57.3633412680293
20260,-0.657112121582031,56.835929158434
20370,-0.655454814434052,56.7116160300626
20480,-0.655247688293457,58.1603797015502
20590,-0.655454814434052,59.8467022103611
20700,-0.655662000179291,61.5212308067308
20810,-0.656283497810364,63.1485905392464
20920,-0.656904935836792,64.69340306354
21030,-0.657526433467865,66.1556683796114
21130,-0.658562242984772,67.5118020555337
21240,-0.659390866756439,68.797182435675
21350,-0.660426676273346,70.0000122146389
21460,-0.661255300045013,71.1438826102629
21570,-0.662083983421326,72.2641651810047
21680,-0.662498295307159,73.3726572322605
21790,-0.664155542850494,74.3868115558084
