time_millisecond,arousal,player_speed,zombie_speed,fog_start_dist,fog_end_dist,current_round,zombie_threshold,zombie_increase_power,max_zombie_alive,number_of_alive_zombies,number_of_killed_zombies,grenade_regen_delay,medic_regen_delay,calibrating,adaptation_condition
4610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
4610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
4610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
4610,0,1,1,300,1000,1,5,1.3,5,1,0,30,30,0,2
5630,0,1,1,300,1000,1,5,1.3,5,2,0,30,30,0,2
6600,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,0,2
6600,0,1,1,300,1000,1,5,1.3,5,3,0,30,30,1,2
7590,0,1,1,300,1000,1,5,1.3,5,4,0,30,30,1,2
8600,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,2
13620,0,1,1,300,1000,1,5,1.3,5,5,0,30,30,1,2
34720,0,1,1,300,1000,2,5,1.3,5,0,5,30,30,1,2
34720,0,1,1,300,1000,2,5,1.3,7,0,5,30,30,1,2
34720,0,1,1,300,1000,2,8,1.3,7,0,5,30,30,1,2
44730,0,1,1,300,1000,2,8,1.3,7,1,5,30,30,1,2
44730,0,1,1,300,1000,2,8,1.3,7,2,5,30,30,1,2
45740,0,1,1,300,1000,2,8,1.3,7,3,5,30,30,1,2
45740,0,1,1,300,1000,2,8,1.3,7,4,5,30,30,1,2
46740,0,1,1,300,1000,2,8,1.3,7,5,5,30,30,1,2
46740,0,1,1,300,1000,2,8,1.3,7,6,5,30,30,1,2
47760,0,1,1,300,1000,2,8,1.3,7,6,6,30,30,1,2
47760,0,1,1,300,1000,2,8,1.3,7,7,6,30,30,1,2
66840,0,1,1,300,1000,3,8,1.3,7,0,13,30,30,1,2
66840,0,1,1,300,1000,3,8,1.3,10,0,13,30,30,1,2
66840,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,1,2
66840,0,1,1,300,1000,3,14,1.3,10,0,13,30,30,0,2
66840,0.3031241,1.059218,1,300,1000,3,14,1.3,10,0,13,30,30,0,2
66840,0.3031241,1.059218,1,300,1000,3,14,1.3,10,0,13,33.93752,30,0,2
76860,0.3031241,1.059218,1,300,1000,3,14,1.3,10,1,13,33.93752,30,0,2
76860,0.3031241,1.059218,1,300,1000,3,14,1.3,10,2,13,33.93752,30,0,2
76860,0.3031241,1.059218,1,300,1000,3,14,1.3,10,3,13,33.93752,30,0,2
76860,0.3031241,1.059218,1,300,1000,3,14,1.3,10,4,13,33.93752,30,0,2
76860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,4,13,33.93752,30,0,2
76860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,4,13,38.25002,30,0,2
77860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,5,13,38.25002,30,0,2
77860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,6,13,38.25002,30,0,2
77860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,7,13,38.25002,30,0,2
77860,0.08749922,0.7681239,1,300,1000,3,14,1.3,10,8,13,38.25002,30,0,2
77860,0.05416623,0.7231244,1,300,1000,3,14,1.3,10,8,13,38.25002,30,0,2
77860,0.05416623,0.7231244,1,300,1000,3,14,1.3,10,8,13,38.91668,30,0,2
78860,0.05416623,0.7231244,1,300,1000,3,14,1.3,10,9,13,38.91668,30,0,2
78860,0.05416623,0.7231244,1,300,1000,3,14,1.3,10,10,13,38.91668,30,0,2
78860,0.03645718,0.6992172,1,300,1000,3,14,1.3,10,10,13,38.91668,30,0,2
78860,0.03645718,0.6992172,1,300,1000,3,14,1.3,10,10,13,39.27085,30,0,2
79860,0.01979084,0.6767176,1,300,1000,3,14,1.3,10,10,13,39.27085,30,0,2
79860,0.01979084,0.6767176,1,300,1000,3,14,1.3,10,10,13,39.60418,30,0,2
80870,0,0.65,1,300,1000,3,14,1.3,10,10,13,39.60418,30,0,2
80870,0,0.65,1,300,1000,3,14,1.3,10,10,13,40,30,0,2
81870,0,0.65,1,300,1000,3,14,1.3,10,10,13,40,30,0,2
81870,0,0.65,1,300,1000,3,14,1.3,10,10,13,40,30,0,2
